,var,station_id,period,season,trend [%/yr],trend err [%/yr],yoffs,slope,slope err,num yrs,pval,unit,percentile
0,conco3,CY0002R,2000-2019,all,,,,,,13.0,,ug m-3,10
1,conco3,CY0002R,2000-2010,all,,,,,,6.0,,ug m-3,10
2,conco3,CY0002R,2010-2019,all,0.8158646974749908,0.48644357358633705,83.96,0.6850000000000023,0.4082142857142852,7.0,0.06904761904761905,ug m-3,10
3,conco3,CY0002R,2000-2019,all,,,,,,13.0,,ug m-3,50
4,conco3,CY0002R,2000-2010,all,,,,,,6.0,,ug m-3,50
5,conco3,CY0002R,2010-2019,all,0.8158646974749908,0.48644357358633705,83.96,0.6850000000000023,0.4082142857142852,7.0,0.06904761904761905,ug m-3,50
6,conco3,CY0002R,2000-2019,all,,,,,,13.0,,ug m-3,75
7,conco3,CY0002R,2000-2010,all,,,,,,6.0,,ug m-3,75
8,conco3,CY0002R,2010-2019,all,0.8158646974749908,0.48644357358633705,83.96,0.6850000000000023,0.4082142857142852,7.0,0.06904761904761905,ug m-3,75
9,conco3,CY0002R,2000-2019,all,,,,,,13.0,,ug m-3,95
10,conco3,CY0002R,2000-2010,all,,,,,,6.0,,ug m-3,95
11,conco3,CY0002R,2010-2019,all,0.8158646974749908,0.48644357358633705,83.96,0.6850000000000023,0.4082142857142852,7.0,0.06904761904761905,ug m-3,95
12,conco3,CY0002R,2000-2019,all,,,,,,13.0,,ug m-3,98
13,conco3,CY0002R,2000-2010,all,,,,,,6.0,,ug m-3,98
14,conco3,CY0002R,2010-2019,all,0.8158646974749908,0.48644357358633705,83.96,0.6850000000000023,0.4082142857142852,7.0,0.06904761904761905,ug m-3,98
15,conco3,CY0002R,2000-2019,all,,,,,,13.0,,ug m-3,99
16,conco3,CY0002R,2000-2010,all,,,,,,6.0,,ug m-3,99
17,conco3,CY0002R,2010-2019,all,0.8158646974749908,0.48644357358633705,83.96,0.6850000000000023,0.4082142857142852,7.0,0.06904761904761905,ug m-3,99
18,conco3,GR0001R,2000-2019,all,,,,,,6.0,,ug m-3,10
19,conco3,GR0001R,2000-2010,all,,,,,,3.0,,ug m-3,10
20,conco3,GR0001R,2010-2019,all,,,,,,3.0,,ug m-3,10
21,conco3,GR0001R,2000-2019,all,,,,,,6.0,,ug m-3,50
22,conco3,GR0001R,2000-2010,all,,,,,,3.0,,ug m-3,50
23,conco3,GR0001R,2010-2019,all,,,,,,3.0,,ug m-3,50
24,conco3,GR0001R,2000-2019,all,,,,,,6.0,,ug m-3,75
25,conco3,GR0001R,2000-2010,all,,,,,,3.0,,ug m-3,75
26,conco3,GR0001R,2010-2019,all,,,,,,3.0,,ug m-3,75
27,conco3,GR0001R,2000-2019,all,,,,,,6.0,,ug m-3,95
28,conco3,GR0001R,2000-2010,all,,,,,,3.0,,ug m-3,95
29,conco3,GR0001R,2010-2019,all,,,,,,3.0,,ug m-3,95
30,conco3,GR0001R,2000-2019,all,,,,,,6.0,,ug m-3,98
31,conco3,GR0001R,2000-2010,all,,,,,,3.0,,ug m-3,98
32,conco3,GR0001R,2010-2019,all,,,,,,3.0,,ug m-3,98
33,conco3,GR0001R,2000-2019,all,,,,,,6.0,,ug m-3,99
34,conco3,GR0001R,2000-2010,all,,,,,,3.0,,ug m-3,99
35,conco3,GR0001R,2010-2019,all,,,,,,3.0,,ug m-3,99
36,conco3,DE0017R,2000-2019,all,,,,,,0.0,,ug m-3,10
37,conco3,DE0017R,2000-2010,all,,,,,,0.0,,ug m-3,10
38,conco3,DE0017R,2010-2019,all,,,,,,,,ug m-3,10
39,conco3,DE0017R,2000-2019,all,,,,,,0.0,,ug m-3,50
40,conco3,DE0017R,2000-2010,all,,,,,,0.0,,ug m-3,50
41,conco3,DE0017R,2010-2019,all,,,,,,,,ug m-3,50
42,conco3,DE0017R,2000-2019,all,,,,,,0.0,,ug m-3,75
43,conco3,DE0017R,2000-2010,all,,,,,,0.0,,ug m-3,75
44,conco3,DE0017R,2010-2019,all,,,,,,,,ug m-3,75
45,conco3,DE0017R,2000-2019,all,,,,,,0.0,,ug m-3,95
46,conco3,DE0017R,2000-2010,all,,,,,,0.0,,ug m-3,95
47,conco3,DE0017R,2010-2019,all,,,,,,,,ug m-3,95
48,conco3,DE0017R,2000-2019,all,,,,,,0.0,,ug m-3,98
49,conco3,DE0017R,2000-2010,all,,,,,,0.0,,ug m-3,98
50,conco3,DE0017R,2010-2019,all,,,,,,,,ug m-3,98
51,conco3,DE0017R,2000-2019,all,,,,,,0.0,,ug m-3,99
52,conco3,DE0017R,2000-2010,all,,,,,,0.0,,ug m-3,99
53,conco3,DE0017R,2010-2019,all,,,,,,,,ug m-3,99
54,conco3,SE0018R,2000-2019,all,,,,,,4.0,,ug m-3,10
55,conco3,SE0018R,2000-2010,all,,,,,,,,ug m-3,10
56,conco3,SE0018R,2010-2019,all,,,,,,4.0,,ug m-3,10
57,conco3,SE0018R,2000-2019,all,,,,,,4.0,,ug m-3,50
58,conco3,SE0018R,2000-2010,all,,,,,,,,ug m-3,50
59,conco3,SE0018R,2010-2019,all,,,,,,4.0,,ug m-3,50
60,conco3,SE0018R,2000-2019,all,,,,,,4.0,,ug m-3,75
61,conco3,SE0018R,2000-2010,all,,,,,,,,ug m-3,75
62,conco3,SE0018R,2010-2019,all,,,,,,4.0,,ug m-3,75
63,conco3,SE0018R,2000-2019,all,,,,,,4.0,,ug m-3,95
64,conco3,SE0018R,2000-2010,all,,,,,,,,ug m-3,95
65,conco3,SE0018R,2010-2019,all,,,,,,4.0,,ug m-3,95
66,conco3,SE0018R,2000-2019,all,,,,,,4.0,,ug m-3,98
67,conco3,SE0018R,2000-2010,all,,,,,,,,ug m-3,98
68,conco3,SE0018R,2010-2019,all,,,,,,4.0,,ug m-3,98
69,conco3,SE0018R,2000-2019,all,,,,,,4.0,,ug m-3,99
70,conco3,SE0018R,2000-2010,all,,,,,,,,ug m-3,99
71,conco3,SE0018R,2010-2019,all,,,,,,4.0,,ug m-3,99
72,conco3,SE0012R,2000-2019,all,-0.7473309608540915,0.24566387287803162,56.19999999999999,-0.4199999999999993,0.13711538461538478,15.0,0.032910073123526694,ug m-3,10
73,conco3,SE0012R,2000-2010,all,-1.8669778296382729,1.1477731901280213,61.214285714285715,-1.1428571428571428,0.6999999999999993,7.0,0.12873504895794796,ug m-3,10
74,conco3,SE0012R,2010-2019,all,-0.3259799570739258,0.3679560552903208,51.63916666666666,-0.168333333333333,0.19000000000000009,8.0,0.26182770092717633,ug m-3,10
75,conco3,SE0012R,2000-2019,all,-0.7473309608540915,0.24566387287803162,56.19999999999999,-0.4199999999999993,0.13711538461538478,15.0,0.032910073123526694,ug m-3,50
76,conco3,SE0012R,2000-2010,all,-1.8669778296382729,1.1477731901280213,61.214285714285715,-1.1428571428571428,0.6999999999999993,7.0,0.12873504895794796,ug m-3,50
77,conco3,SE0012R,2010-2019,all,-0.3259799570739258,0.3679560552903208,51.63916666666666,-0.168333333333333,0.19000000000000009,8.0,0.26182770092717633,ug m-3,50
78,conco3,SE0012R,2000-2019,all,-0.7473309608540915,0.24566387287803162,56.19999999999999,-0.4199999999999993,0.13711538461538478,15.0,0.032910073123526694,ug m-3,75
79,conco3,SE0012R,2000-2010,all,-1.8669778296382729,1.1477731901280213,61.214285714285715,-1.1428571428571428,0.6999999999999993,7.0,0.12873504895794796,ug m-3,75
80,conco3,SE0012R,2010-2019,all,-0.3259799570739258,0.3679560552903208,51.63916666666666,-0.168333333333333,0.19000000000000009,8.0,0.26182770092717633,ug m-3,75
81,conco3,SE0012R,2000-2019,all,-0.7473309608540915,0.24566387287803162,56.19999999999999,-0.4199999999999993,0.13711538461538478,15.0,0.032910073123526694,ug m-3,95
82,conco3,SE0012R,2000-2010,all,-1.8669778296382729,1.1477731901280213,61.214285714285715,-1.1428571428571428,0.6999999999999993,7.0,0.12873504895794796,ug m-3,95
83,conco3,SE0012R,2010-2019,all,-0.3259799570739258,0.3679560552903208,51.63916666666666,-0.168333333333333,0.19000000000000009,8.0,0.26182770092717633,ug m-3,95
84,conco3,SE0012R,2000-2019,all,-0.7473309608540915,0.24566387287803162,56.19999999999999,-0.4199999999999993,0.13711538461538478,15.0,0.032910073123526694,ug m-3,98
85,conco3,SE0012R,2000-2010,all,-1.8669778296382729,1.1477731901280213,61.214285714285715,-1.1428571428571428,0.6999999999999993,7.0,0.12873504895794796,ug m-3,98
86,conco3,SE0012R,2010-2019,all,-0.3259799570739258,0.3679560552903208,51.63916666666666,-0.168333333333333,0.19000000000000009,8.0,0.26182770092717633,ug m-3,98
87,conco3,SE0012R,2000-2019,all,-0.7473309608540915,0.24566387287803162,56.19999999999999,-0.4199999999999993,0.13711538461538478,15.0,0.032910073123526694,ug m-3,99
88,conco3,SE0012R,2000-2010,all,-1.8669778296382729,1.1477731901280213,61.214285714285715,-1.1428571428571428,0.6999999999999993,7.0,0.12873504895794796,ug m-3,99
89,conco3,SE0012R,2010-2019,all,-0.3259799570739258,0.3679560552903208,51.63916666666666,-0.168333333333333,0.19000000000000009,8.0,0.26182770092717633,ug m-3,99
90,conco3,GB0031R,2000-2019,all,0.48314349157996633,0.6673073638641849,54.757586285714304,0.2645577142857129,0.36504872500000024,14.0,0.583505766154531,ug m-3,10
91,conco3,GB0031R,2000-2010,all,,,,,,5.0,,ug m-3,10
92,conco3,GB0031R,2010-2019,all,0.7992548662768042,0.9875333306710002,56.2031736,0.4492066000000001,0.5547797857142857,9.0,0.25951829805996474,ug m-3,10
93,conco3,GB0031R,2000-2019,all,0.48314349157996633,0.6673073638641849,54.757586285714304,0.2645577142857129,0.36504872500000024,14.0,0.583505766154531,ug m-3,50
94,conco3,GB0031R,2000-2010,all,,,,,,5.0,,ug m-3,50
95,conco3,GB0031R,2010-2019,all,0.7992548662768042,0.9875333306710002,56.2031736,0.4492066000000001,0.5547797857142857,9.0,0.25951829805996474,ug m-3,50
96,conco3,GB0031R,2000-2019,all,0.48314349157996633,0.6673073638641849,54.757586285714304,0.2645577142857129,0.36504872500000024,14.0,0.583505766154531,ug m-3,75
97,conco3,GB0031R,2000-2010,all,,,,,,5.0,,ug m-3,75
98,conco3,GB0031R,2010-2019,all,0.7992548662768042,0.9875333306710002,56.2031736,0.4492066000000001,0.5547797857142857,9.0,0.25951829805996474,ug m-3,75
99,conco3,GB0031R,2000-2019,all,0.48314349157996633,0.6673073638641849,54.757586285714304,0.2645577142857129,0.36504872500000024,14.0,0.583505766154531,ug m-3,95
100,conco3,GB0031R,2000-2010,all,,,,,,5.0,,ug m-3,95
101,conco3,GB0031R,2010-2019,all,0.7992548662768042,0.9875333306710002,56.2031736,0.4492066000000001,0.5547797857142857,9.0,0.25951829805996474,ug m-3,95
102,conco3,GB0031R,2000-2019,all,0.48314349157996633,0.6673073638641849,54.757586285714304,0.2645577142857129,0.36504872500000024,14.0,0.583505766154531,ug m-3,98
103,conco3,GB0031R,2000-2010,all,,,,,,5.0,,ug m-3,98
104,conco3,GB0031R,2010-2019,all,0.7992548662768042,0.9875333306710002,56.2031736,0.4492066000000001,0.5547797857142857,9.0,0.25951829805996474,ug m-3,98
105,conco3,GB0031R,2000-2019,all,0.48314349157996633,0.6673073638641849,54.757586285714304,0.2645577142857129,0.36504872500000024,14.0,0.583505766154531,ug m-3,99
106,conco3,GB0031R,2000-2010,all,,,,,,5.0,,ug m-3,99
107,conco3,GB0031R,2010-2019,all,0.7992548662768042,0.9875333306710002,56.2031736,0.4492066000000001,0.5547797857142857,9.0,0.25951829805996474,ug m-3,99
108,conco3,GB0048R,2000-2019,all,,,,,,11.0,,ug m-3,10
109,conco3,GB0048R,2000-2010,all,,,,,,3.0,,ug m-3,10
110,conco3,GB0048R,2010-2019,all,-0.012098766447859139,0.7270208151261276,56.0305055,-0.0067789999999998685,0.4073534000000002,8.0,0.9007802600472399,ug m-3,10
111,conco3,GB0048R,2000-2019,all,,,,,,11.0,,ug m-3,50
112,conco3,GB0048R,2000-2010,all,,,,,,3.0,,ug m-3,50
113,conco3,GB0048R,2010-2019,all,-0.012098766447859139,0.7270208151261276,56.0305055,-0.0067789999999998685,0.4073534000000002,8.0,0.9007802600472399,ug m-3,50
114,conco3,GB0048R,2000-2019,all,,,,,,11.0,,ug m-3,75
115,conco3,GB0048R,2000-2010,all,,,,,,3.0,,ug m-3,75
116,conco3,GB0048R,2010-2019,all,-0.012098766447859139,0.7270208151261276,56.0305055,-0.0067789999999998685,0.4073534000000002,8.0,0.9007802600472399,ug m-3,75
117,conco3,GB0048R,2000-2019,all,,,,,,11.0,,ug m-3,95
118,conco3,GB0048R,2000-2010,all,,,,,,3.0,,ug m-3,95
119,conco3,GB0048R,2010-2019,all,-0.012098766447859139,0.7270208151261276,56.0305055,-0.0067789999999998685,0.4073534000000002,8.0,0.9007802600472399,ug m-3,95
120,conco3,GB0048R,2000-2019,all,,,,,,11.0,,ug m-3,98
121,conco3,GB0048R,2000-2010,all,,,,,,3.0,,ug m-3,98
122,conco3,GB0048R,2010-2019,all,-0.012098766447859139,0.7270208151261276,56.0305055,-0.0067789999999998685,0.4073534000000002,8.0,0.9007802600472399,ug m-3,98
123,conco3,GB0048R,2000-2019,all,,,,,,11.0,,ug m-3,99
